"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"Caloptène ochracé  ( Calliptamus barbarus barbarus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66271	"Calliptamus barbarus barbarus"	"Calliptamus barbarus barbarus (O.G. Costa, 1836)"	"Caloptène ochracé"			"LC"	""									
"Caloptène provençal  ( Calliptamus siciliae )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	66276	"Calliptamus siciliae"	"Calliptamus siciliae Ramme, 1927"	"Caloptène provençal, Criquet sicilien"													"Continentale – Massif central : Selon les résultats de la zone méditer-ranéenne"
"Criquet pansu  ( Pezotettix giornae )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	199958	"Pezotettix giornae"	"Pezotettix giornae (Rossi, 1794)"	"Criquet pansu"			"EN"	"B2ab(iii)"									"Continentale – Massif central : Déterminante"
"Grillon bordelais  ( Modicogryllus bordigalensis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	227817	"Modicogryllus bordigalensis"	"Eumodicogryllus bordigalensis (Latreille, 1804)"	"Grillon bordelais, Grillon d'été"			"LC"	""									
"Criquet des Roseaux  ( Mecostethus parapleurus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	240286	"Mecostethus parapleurus"	"Mecostethus parapleurus (Hagenbach, 1822)"	"Criquet des Roseaux, Parapleure alliacé"			"LC"	""									
"-  ( Euchorthippus elegantulus elegantulus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	240287	"Euchorthippus elegantulus elegantulus"	"Euchorthippus elegantulus Zeuner, 1940"	""			"VU"	"B2ab(iii)"									"Continentale – Massif central : Déterminante"
"Dectique verrucivore  ( Decticus verrucivorus verrucivorus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	250699	"Decticus verrucivorus verrucivorus"	"Decticus verrucivorus verrucivorus (Linnaeus, 1758)"	"Dectique verrucivore"			"LC"	""									
"Oedipode grenadine  ( Acrotylus insubricus insubricus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432548	"Acrotylus insubricus insubricus"	"Acrotylus insubricus insubricus (Scopoli, 1786)"	"Oedipode grenadine"													"Continentale – Massif central : Selon les résultats de la zone méditer-ranéenne"
"Aïolope émeraudine  ( Aiolopus thalassinus thalassinus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432549	"Aiolopus thalassinus thalassinus"	"Aiolopus thalassinus thalassinus (Fabricius, 1781)"	"Aïolope émeraudine"			"NT"	"pr. B2b(iii)"									"Continentale – Massif central : Déterminante"
"Arcyptère cévenole  ( Arcyptera microptera carpentieri )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432550	"Arcyptera microptera carpentieri"	"Arcyptera microptera carpentieri Azam, 1907"	"Arcyptère cévenole, Arcyptère caussignarde"													"Continentale – Massif central : Selon les résultats de la zone méditer-ranéenne"
